lead_id,full_name,phone,source,interest_course,branch,assigned_to,created_date,status
L0940,Islom Abdullaov,+998939268625,hh,Data Science,Sergeli,Sanjar Xolmatov,2026-05-13,trial
L0941,Gulnora Qodirova,+998779682096,hh,Backend,Yunusobod,Sirojiddin Xolmatov,2026-05-18,contacted
L0942,Shirin Umarova,+998993159978,referral,Grafik Dizayn,Chilonzor,Farrux Jo'raov,2026-05-17,new
L0943,Zafar Ibrohimov,+998931305455,telegram,Frontend,Sergeli,Akmal Yusufov,2026-05-27,enrolled
L0944,Nodir Mirzaov,+998552704112,walk_in,Grafik Dizayn,Chilonzor,Yulduz Xudoyberdiova,2026-05-12,trial
L0945,Gulnora Ibrohimova,+998336622679,instagram,AI Asoslari,Yunusobod,Akmal Yusufov,2026-05-20,lost
L0946,Shuhrat Hasanov,+998947318618,telegram,Grafik Dizayn,Sergeli,Diyor Islomov,2026-05-07,new
L0947,Ravshan Ahmadov,+998949648425,telegram,Frontend,Sergeli,Lola Rustamova,2026-05-23,contacted
L0948,Farrux Rashidov,+998907558097,referral,SMM,Chilonzor,Farrux Jo'raov,2026-05-21,enrolled
L0949,Umida Sobirova,+998953951674,google,Backend,Chilonzor,Farrux Jo'raov,2026-05-25,contacted
L0950,Sherzod Karimov,+998884922056,instagram,Grafik Dizayn,Yunusobod,Sirojiddin Xolmatov,2026-05-05,enrolled
L0951,Ozoda Hoshimova,+998901992026,google,Data Science,Yunusobod,Diyor Yusupov,2026-05-20,enrolled
L0952,Nilufar Yusupova,+998882594577,telegram,Ingliz tili,Chilonzor,Akmal Yusufov,2026-05-21,contacted
L0953,Muhammadali Rashidov,+998974521424,instagram,AI Asoslari,Yunusobod,Sirojiddin Xolmatov,2026-05-12,contacted
L0954,Aziza Rashidova,+998337772754,walk_in,Backend,Yunusobod,Sirojiddin Xolmatov,2026-05-05,enrolled
L0955,Gulchehra Islomova,+998901751431,walk_in,Data Science,Sergeli,Akmal Yusufov,2026-05-21,trial
L0956,Umida Norqulova,+998936946107,telegram,SMM,Sergeli,Farrux Jo'raov,2026-05-21,lost
L0957,Diyor Nishonov,+998773402174,telegram,SMM,Yunusobod,Lola Rustamova,2026-05-12,lost
L0958,Kamola Ibrohimova,+998971581218,telegram,Grafik Dizayn,Chilonzor,Diyor Yusupov,2026-05-24,lost
L0959,Sherzod Qodirov,+998959234450,telegram,SMM,Chilonzor,Akmal Yusufov,2026-06-18,contacted
L0960,Bobur Nishonov,+998905068384,telegram,Grafik Dizayn,Sergeli,Sanjar Xolmatov,2026-06-23,lost
L0961,Botir Islomov,+998887343130,telegram,Ingliz tili,Chilonzor,Diyor Yusupov,2026-06-02,new
L0962,Dilnoza Tursunova,+998334770996,telegram,Grafik Dizayn,Chilonzor,Akmal Yusufov,2026-06-14,enrolled
L0963,Kamola Karimova,+998933774742,instagram,AI Asoslari,Yunusobod,Diyor Islomov,2026-06-25,contacted
L0964,Kamola G'aniova,+998979735933,referral,Frontend,Sergeli,Yulduz Xudoyberdiova,2026-06-28,lost
L0965,Barno Ergashova,+998777294317,referral,Grafik Dizayn,Sergeli,Lola Rustamova,2026-06-24,lost
L0966,Xurshid Sharipov,+998907324389,instagram,Grafik Dizayn,Chilonzor,Sanjar Xolmatov,2026-06-15,contacted
L0967,Zarina Qodirova,+998957601693,instagram,Backend,Yunusobod,Diyor Islomov,2026-06-09,new
L0968,Nargiza Ergashova,+998983747208,instagram,Grafik Dizayn,Chilonzor,Yulduz Xudoyberdiova,2026-06-21,contacted
L0969,Ulug'bek Hoshimov,+998338268322,instagram,AI Asoslari,Yunusobod,Sanjar Xolmatov,2026-06-01,lost
L0970,Dilnoza Mirzaova,+998771219370,instagram,Backend,Sergeli,Akmal Yusufov,2026-06-24,enrolled
L0971,Shoxrux Xudoyberdiov,+998779832575,instagram,Data Science,Sergeli,Diyor Yusupov,2026-06-15,contacted
L0972,Ulug'bek Mirzaov,+998983456919,telegram,Backend,Chilonzor,Sanjar Xolmatov,2026-06-11,new
L0973,Feruza Tojiboyova,+998974682262,telegram,Grafik Dizayn,Yunusobod,Sirojiddin Xolmatov,2026-06-17,enrolled
L0974,Kamola Jo'raova,+998934053751,google,Data Science,Chilonzor,Diyor Yusupov,2026-06-17,new
L0975,Jasur Umarov,+998914914580,telegram,Frontend,Sergeli,Farrux Jo'raov,2026-06-17,trial
L0976,Diyora Nishonova,+998558847695,walk_in,Ingliz tili,Yunusobod,Diyor Yusupov,2026-06-02,trial
L0977,Rustam Tojiboyov,+998339391725,walk_in,Data Science,Chilonzor,Diyor Islomov,2026-06-19,trial
L0978,Mehriniso Sharipova,+998332268761,referral,AI Asoslari,Yunusobod,Diyor Islomov,2026-06-22,lost
L0979,Xurshid Sharipov,+998888711400,telegram,Frontend,Chilonzor,Sirojiddin Xolmatov,2026-06-09,lost
L0980,Nozima Ahmadova,+998882325991,referral,Data Science,Yunusobod,Lola Rustamova,2026-06-09,lost
L0981,Akmal Saidov,+998931071078,instagram,AI Asoslari,Sergeli,Farrux Jo'raov,2026-06-17,lost
L0982,Gulbahor Sattorova,+998974590933,google,SMM,Chilonzor,Sirojiddin Xolmatov,2026-06-20,enrolled
L0983,Malika Yoqubova,+998974714793,facebook,SMM,Chilonzor,Sirojiddin Xolmatov,2026-06-22,contacted
L0984,Botir Yoqubov,+998559879124,instagram,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2026-06-14,enrolled
L0985,Gulchehra Rashidova,+998949569731,facebook,AI Asoslari,Yunusobod,Sanjar Xolmatov,2026-06-09,contacted
L0986,Xurshid Xudoyberdiov,+998994192268,referral,SMM,Yunusobod,Diyor Yusupov,2026-06-17,lost
L0987,Sanjar Ibrohimov,+998554247486,telegram,Backend,Sergeli,Lola Rustamova,2026-06-01,trial
L0988,Bekzod Qodirov,+998935609705,telegram,SMM,Chilonzor,Diyor Islomov,2026-06-13,new
L0989,Nargiza Rustamova,+998988442592,referral,Data Science,Sergeli,Sanjar Xolmatov,2026-06-25,new
L0990,Nilufar Abdullaova,+998552044716,instagram,Grafik Dizayn,Yunusobod,Akmal Yusufov,2026-06-26,lost
L0991,Zafar Jo'raov,+998995740730,instagram,Backend,Sergeli,Yulduz Xudoyberdiova,2026-06-27,lost
L0992,Malika Hasanova,+998558143144,referral,Backend,Yunusobod,Sanjar Xolmatov,2026-06-17,new
L0993,Nodir Xolmatov,+998939516837,facebook,Data Science,Chilonzor,Diyor Islomov,2026-06-11,trial
L0994,Umid Saidov,+998951087151,google,AI Asoslari,Chilonzor,Sirojiddin Xolmatov,2026-06-16,trial
L0995,Yulduz Jo'raova,+998934291148,google,AI Asoslari,Yunusobod,Diyor Islomov,2026-06-30,new
L0996,Elyor Xolmatov,+998339564316,instagram,SMM,Yunusobod,Sanjar Xolmatov,2026-06-05,lost
L0997,Shuhrat Yusufov,+998907653116,instagram,SMM,Chilonzor,Sirojiddin Xolmatov,2026-06-13,contacted
L0998,Farrux Rashidov,+998936145849,telegram,Frontend,Sergeli,Akmal Yusufov,2026-06-29,new
L0999,Ravshan Nishonov,+998775959720,walk_in,SMM,Yunusobod,Diyor Islomov,2026-06-26,trial
L1000,Muhammadali Saidov,+998332996119,instagram,SMM,Yunusobod,Sanjar Xolmatov,2026-06-19,enrolled
L1001,Ozoda Hasanova,+998773742404,instagram,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2026-06-27,contacted
L1002,Shoxrux Umarov,+998779254996,hh,AI Asoslari,Chilonzor,Lola Rustamova,2026-06-08,trial
L1003,Umida Sobirova,+998984601859,google,Backend,Yunusobod,Sanjar Xolmatov,2026-06-11,lost
L1004,Nodir Karimov,+998915094726,telegram,Grafik Dizayn,Chilonzor,Diyor Yusupov,2026-06-01,contacted
L1005,Akmal Islomov,+998972261425,telegram,Grafik Dizayn,Yunusobod,Akmal Yusufov,2026-06-10,lost
L1006,Nilufar Qodirova,+998774212042,instagram,AI Asoslari,Chilonzor,Lola Rustamova,2026-06-20,trial
L1007,Nozima Mirzaova,+998904694473,referral,SMM,Chilonzor,Sirojiddin Xolmatov,2026-06-30,enrolled
L1008,Xurshid Ahmadov,+998979696945,walk_in,Backend,Yunusobod,Diyor Islomov,2026-06-09,lost
L1009,Otabek Nishonov,+998336785291,instagram,Grafik Dizayn,Chilonzor,Akmal Yusufov,2026-06-27,contacted
L1010,Sanjar Tojiboyov,+998938846630,google,SMM,Chilonzor,Diyor Yusupov,2026-06-20,trial
L1011,Sanjar Yoqubov,+998551443589,telegram,Grafik Dizayn,Sergeli,Diyor Islomov,2026-06-04,enrolled
L1012,Rustam Yoqubov,+998984412416,referral,Frontend,Yunusobod,Yulduz Xudoyberdiova,2026-06-13,lost
L1013,Sirojiddin Qodirov,+998905833695,instagram,Frontend,Chilonzor,Diyor Yusupov,2026-06-03,contacted
L1014,Davron Ergashov,+998949721514,hh,Data Science,Chilonzor,Sirojiddin Xolmatov,2026-06-30,new
L1015,Davron Yoqubov,+998999538952,google,Data Science,Chilonzor,Sirojiddin Xolmatov,2026-06-13,enrolled
L1016,Otabek Umarov,+998971338048,telegram,AI Asoslari,Chilonzor,Diyor Islomov,2026-06-11,contacted
L1017,Aziz Yusufov,+998771683089,referral,Data Science,Yunusobod,Farrux Jo'raov,2026-06-12,lost
L1018,Zafar Rashidov,+998901339564,google,Data Science,Yunusobod,Sirojiddin Xolmatov,2026-06-21,trial
L1019,Sardor G'aniov,+998937050461,walk_in,Grafik Dizayn,Sergeli,Sirojiddin Xolmatov,2026-06-12,enrolled
L1020,Gulbahor Abdullaova,+998775042330,instagram,Backend,Yunusobod,Lola Rustamova,2026-06-05,enrolled
L1021,Jasur Tojiboyov,+998555553919,telegram,Backend,Chilonzor,Sanjar Xolmatov,2026-06-24,new
L1022,Yulduz Ergashova,+998915198497,instagram,Data Science,Chilonzor,Yulduz Xudoyberdiova,2026-06-02,enrolled
L1023,Anvar Ergashov,+998334093039,telegram,Frontend,Yunusobod,Diyor Yusupov,2026-06-13,trial
L1024,Nilufar Rustamova,+998956531626,instagram,SMM,Yunusobod,Lola Rustamova,2026-06-04,new
L1025,Mehriniso Karimova,+998952755298,instagram,Frontend,Yunusobod,Akmal Yusufov,2026-06-03,new
L1026,Anvar Tojiboyov,+998333638908,referral,SMM,Yunusobod,Akmal Yusufov,2026-06-02,lost
L1027,Dilnoza Nazarova,+998884269143,instagram,Frontend,Yunusobod,Diyor Yusupov,2026-06-27,contacted
L1028,Barno Rashidova,+998947788038,telegram,AI Asoslari,Chilonzor,Lola Rustamova,2026-06-12,trial
L1029,Sitora Umarova,+998332531457,hh,Ingliz tili,Yunusobod,Sanjar Xolmatov,2026-06-24,new
L1030,Aziza Karimova,+998558132337,hh,AI Asoslari,Yunusobod,Farrux Jo'raov,2026-06-13,enrolled
L1031,Kamola Nazarova,+998773142281,instagram,AI Asoslari,Chilonzor,Sirojiddin Xolmatov,2026-06-25,lost
L1032,Sabina Karimova,+998918325443,hh,Backend,Sergeli,Farrux Jo'raov,2026-06-12,contacted
L1033,Alisher Norqulov,+998916085609,instagram,Ingliz tili,Chilonzor,Diyor Islomov,2026-06-23,enrolled
L1034,Sirojiddin Rashidov,+998331599741,telegram,Backend,Chilonzor,Lola Rustamova,2026-06-30,enrolled
L1035,Shahnoza Jo'raova,+998952413916,google,Frontend,Chilonzor,Farrux Jo'raov,2026-06-10,contacted
L1036,Nodir Rashidov,+998994829207,walk_in,Data Science,Sergeli,Akmal Yusufov,2026-06-22,contacted
L1037,Diyora Nishonova,+998986035416,referral,AI Asoslari,Yunusobod,Diyor Yusupov,2026-06-08,contacted
L1038,Ulug'bek Rustamov,+998939558901,instagram,Backend,Sergeli,Sirojiddin Xolmatov,2026-06-19,new
L1039,Gulbahor Karimova,+998908096719,facebook,Ingliz tili,Sergeli,Akmal Yusufov,2026-06-12,trial
L1040,Akmal Karimov,+998886326661,telegram,Ingliz tili,Yunusobod,Lola Rustamova,2026-06-25,lost
L1041,Sitora Hoshimova,+998904457709,telegram,SMM,Yunusobod,Lola Rustamova,2026-06-17,enrolled
L1042,Shirin Yusupova,+998335698309,instagram,Ingliz tili,Sergeli,Akmal Yusufov,2026-06-23,lost
L1043,Jamshid Rashidov,+998986112008,telegram,Data Science,Chilonzor,Diyor Yusupov,2026-06-01,trial
L1044,Feruza Saidova,+998331166190,instagram,Backend,Yunusobod,Sirojiddin Xolmatov,2026-06-20,enrolled
L1045,Malika Jo'raova,+998338284162,referral,SMM,Sergeli,Sirojiddin Xolmatov,2026-06-27,enrolled
L1046,Sherzod Sattorov,+998917594909,referral,Grafik Dizayn,Yunusobod,Sirojiddin Xolmatov,2026-06-30,contacted
L1047,Umida Sattorova,+998942861946,instagram,SMM,Yunusobod,Akmal Yusufov,2026-06-09,lost
L1048,Jasur Ibrohimov,+998974584666,telegram,Frontend,Yunusobod,Farrux Jo'raov,2026-06-26,trial
L1049,Gulnora Hasanova,+998941146476,walk_in,Data Science,Chilonzor,Lola Rustamova,2026-06-15,trial
L1050,Sanjar Jo'raov,+998934087581,hh,AI Asoslari,Chilonzor,Akmal Yusufov,2026-07-10,lost
L1051,Gulnora Abdurahmonova,+998552376654,instagram,Backend,Yunusobod,Lola Rustamova,2026-07-25,new
L1052,Muhammadali Rashidov,+998337335293,instagram,SMM,Chilonzor,Farrux Jo'raov,2026-07-25,new
L1053,Jamshid Abdullaov,+998883874929,instagram,Frontend,Chilonzor,Farrux Jo'raov,2026-07-17,contacted
L1054,Nigora Yoqubova,+998887431687,telegram,Backend,Chilonzor,Lola Rustamova,2026-07-28,enrolled
L1055,Ravshan Islomov,+998945506489,referral,SMM,Yunusobod,Lola Rustamova,2026-07-27,contacted
L1056,Diyora Sharipova,+998932770741,walk_in,Ingliz tili,Yunusobod,Farrux Jo'raov,2026-07-14,contacted
L1057,Zarina Islomova,+998334962709,telegram,Backend,Sergeli,Sanjar Xolmatov,2026-07-21,new
L1058,Nigora Hasanova,+998998511697,instagram,Backend,Yunusobod,Akmal Yusufov,2026-07-30,contacted
L1059,Umida Ergashova,+998771160282,telegram,Data Science,Sergeli,Sanjar Xolmatov,2026-07-20,lost
L1060,Jasur Sattorov,+998558863186,hh,SMM,Sergeli,Yulduz Xudoyberdiova,2026-07-05,new
L1061,Lola Rustamova,+998933656133,referral,AI Asoslari,Chilonzor,Sirojiddin Xolmatov,2026-07-29,trial
L1062,Zebo Ergashova,+998337935531,instagram,Grafik Dizayn,Yunusobod,Diyor Yusupov,2026-07-31,trial
L1063,Bekzod Boltaov,+998976016475,telegram,Backend,Chilonzor,Akmal Yusufov,2026-07-13,contacted
L1064,Ozoda G'aniova,+998985279105,telegram,Ingliz tili,Sergeli,Lola Rustamova,2026-07-16,contacted
L1065,Sirojiddin Rashidov,+998901284851,facebook,SMM,Sergeli,Diyor Islomov,2026-07-27,contacted
L1066,Sabina Yoqubova,+998999488229,referral,SMM,Sergeli,Sanjar Xolmatov,2026-07-20,trial
L1067,Jasur Yusupov,+998914479188,facebook,Ingliz tili,Chilonzor,Lola Rustamova,2026-07-16,lost
L1068,Ulug'bek Tojiboyov,+998882090110,telegram,SMM,Chilonzor,Akmal Yusufov,2026-07-05,contacted
L1069,Gulnora Xolmatova,+998905400676,instagram,Grafik Dizayn,Chilonzor,Lola Rustamova,2026-07-25,lost
L1070,Diyora Hasanova,+998336907534,telegram,Frontend,Sergeli,Sanjar Xolmatov,2026-07-22,new
L1071,Sevara Norqulova,+998918600872,referral,Frontend,Yunusobod,Diyor Yusupov,2026-07-03,contacted
L1072,Kamola Sattorova,+998886474755,referral,Ingliz tili,Sergeli,Sanjar Xolmatov,2026-07-23,lost
L1073,Malika Tojiboyova,+998881209002,instagram,Data Science,Yunusobod,Diyor Yusupov,2026-07-07,enrolled
L1074,Zafar Yoqubov,+998971830717,facebook,Data Science,Chilonzor,Diyor Yusupov,2026-07-29,contacted
L1075,Alisher Toshpulatov,+998932253792,telegram,Grafik Dizayn,Yunusobod,Yulduz Xudoyberdiova,2026-07-28,new
L1076,Farrux Rashidov,+998955067157,telegram,Ingliz tili,Yunusobod,Yulduz Xudoyberdiova,2026-07-10,new
L1077,Gulchehra Sobirova,+998948525963,google,AI Asoslari,Yunusobod,Sirojiddin Xolmatov,2026-07-12,lost
L1078,Ravshan Yusufov,+998775977543,telegram,Ingliz tili,Chilonzor,Lola Rustamova,2026-07-31,new
L1079,Bekzod Islomov,+998946365562,hh,Frontend,Yunusobod,Sanjar Xolmatov,2026-07-10,enrolled
L1080,Nozima Nazarova,+998332749860,instagram,SMM,Yunusobod,Lola Rustamova,2026-07-07,contacted
L1081,Ozoda Yoqubova,+998555200400,telegram,SMM,Chilonzor,Akmal Yusufov,2026-07-14,new
L1082,Jasur Xudoyberdiov,+998946381062,referral,SMM,Sergeli,Farrux Jo'raov,2026-07-07,new
L1083,Zebo Nazarova,+998883003610,instagram,SMM,Yunusobod,Lola Rustamova,2026-07-29,trial
L1084,Jamshid Sattorov,+998884394835,referral,Data Science,Chilonzor,Farrux Jo'raov,2026-07-15,contacted
L1085,Umida Nishonova,+998952813676,telegram,Data Science,Sergeli,Akmal Yusufov,2026-07-08,enrolled
L1086,Aziz Nishonov,+998978126980,telegram,AI Asoslari,Yunusobod,Lola Rustamova,2026-07-12,lost
L1087,Shuhrat Jo'raov,+998558660990,referral,Backend,Sergeli,Lola Rustamova,2026-07-05,trial
L1088,Ravshan Abdurahmonov,+998887250439,referral,Backend,Yunusobod,Diyor Islomov,2026-07-28,contacted
L1089,Nilufar Nishonova,+998904778378,referral,Frontend,Chilonzor,Farrux Jo'raov,2026-07-07,new
L1090,Iroda G'aniova,+998949478210,telegram,Backend,Chilonzor,Akmal Yusufov,2026-07-22,trial
L1091,Jamshid Yusupov,+998887462897,instagram,Backend,Yunusobod,Yulduz Xudoyberdiova,2026-07-22,enrolled
L1092,Aziz Qodirov,+998957209679,google,AI Asoslari,Sergeli,Farrux Jo'raov,2026-07-12,new
L1093,Gulnora Toshpulatova,+998943071375,telegram,Frontend,Chilonzor,Lola Rustamova,2026-07-02,trial
L1094,Sabina Qodirova,+998972919174,referral,Data Science,Yunusobod,Yulduz Xudoyberdiova,2026-07-27,enrolled
L1095,Bekzod Rustamov,+998957093887,instagram,Backend,Chilonzor,Farrux Jo'raov,2026-07-29,contacted
L1096,Anvar Yusupov,+998976190095,instagram,SMM,Yunusobod,Farrux Jo'raov,2026-07-28,lost
L1097,Sirojiddin Norqulov,+998937782698,google,AI Asoslari,Sergeli,Lola Rustamova,2026-07-20,trial
L1098,Xurshid Jo'raov,+998972053630,referral,Data Science,Yunusobod,Diyor Islomov,2026-07-19,enrolled
L1099,Shoxrux Saidov,+998943207552,telegram,SMM,Yunusobod,Farrux Jo'raov,2026-07-22,new
L1100,Lola Abdullaova,+998951241760,walk_in,Frontend,Sergeli,Sanjar Xolmatov,2026-07-06,lost
L1101,Farrux Nishonov,+998909509270,telegram,Grafik Dizayn,Chilonzor,Farrux Jo'raov,2026-07-29,contacted
L1102,Barno Hoshimova,+998889683105,walk_in,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2026-07-04,new
L1103,Zarina Yoqubova,+998907186031,instagram,Ingliz tili,Sergeli,Akmal Yusufov,2026-07-05,contacted
L1104,Gulbahor Sattorova,+998959362261,walk_in,Frontend,Sergeli,Diyor Yusupov,2026-07-31,enrolled
L1105,Madina Abdullaova,+998954245905,hh,Frontend,Sergeli,Sanjar Xolmatov,2026-07-24,new
L1106,Yulduz Xudoyberdiova,+998907858970,telegram,Backend,Chilonzor,Diyor Yusupov,2026-07-30,contacted
L1107,Shoxrux Jo'raov,+998938457540,instagram,Frontend,Yunusobod,Diyor Yusupov,2026-07-15,contacted
L1108,Elyor Ergashov,+998934222585,facebook,AI Asoslari,Chilonzor,Farrux Jo'raov,2026-07-22,enrolled
L1109,Bobur Toshpulatov,+998337350417,walk_in,Data Science,Chilonzor,Sirojiddin Xolmatov,2026-07-19,lost
L1110,Aziza Abdurahmonova,+998773723582,instagram,Ingliz tili,Sergeli,Lola Rustamova,2026-07-23,trial
L1111,Sitora Jo'raova,+998901405048,walk_in,Backend,Chilonzor,Farrux Jo'raov,2026-07-29,enrolled
L1112,Umida Xolmatova,+998885022982,instagram,AI Asoslari,Chilonzor,Farrux Jo'raov,2026-07-10,lost
L1113,Jasur Xudoyberdiov,+998884640552,instagram,Ingliz tili,Yunusobod,Yulduz Xudoyberdiova,2026-07-06,lost
L1114,Jasur Xolmatov,+998915786671,instagram,Data Science,Sergeli,Akmal Yusufov,2026-07-27,enrolled
L1115,Shahnoza Sobirova,+998774315652,instagram,SMM,Yunusobod,Farrux Jo'raov,2026-07-05,new
L1116,Aziza Xudoyberdiova,+998886036000,referral,Data Science,Sergeli,Sirojiddin Xolmatov,2026-08-01,trial
L1117,Ozoda Saidova,+998552545498,google,Data Science,Sergeli,Lola Rustamova,2026-08-21,contacted
L1118,Jasur Nazarov,+998332288706,instagram,Backend,Chilonzor,Sanjar Xolmatov,2026-08-11,enrolled
L1119,Bobur Ibrohimov,+998881535031,instagram,Ingliz tili,Yunusobod,Yulduz Xudoyberdiova,2026-08-31,trial
L1120,Zebo Karimova,+998994377676,walk_in,Grafik Dizayn,Yunusobod,Farrux Jo'raov,2026-08-20,new
L1121,Nozima Abdullaova,+998931484428,instagram,Grafik Dizayn,Sergeli,Diyor Islomov,2026-08-25,trial
L1122,Akmal Karimov,+998953736488,hh,SMM,Sergeli,Yulduz Xudoyberdiova,2026-08-07,enrolled
L1123,Mehriniso Islomova,+998337541961,hh,Backend,Chilonzor,Lola Rustamova,2026-08-02,trial
L1124,Iroda Sobirova,+998907653294,telegram,Backend,Chilonzor,Sanjar Xolmatov,2026-08-31,enrolled
L1125,Nilufar Sattorova,+998957319412,walk_in,Ingliz tili,Sergeli,Yulduz Xudoyberdiova,2026-08-18,enrolled
L1126,Zarina Toshpulatova,+998332289797,referral,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2026-08-24,lost
L1127,Gulnora Yoqubova,+998912548559,telegram,Data Science,Yunusobod,Akmal Yusufov,2026-08-18,contacted
L1128,Anvar Nishonov,+998988814057,walk_in,Ingliz tili,Chilonzor,Sirojiddin Xolmatov,2026-08-16,lost
L1129,Ulug'bek Hasanov,+998945975650,instagram,Backend,Sergeli,Sirojiddin Xolmatov,2026-08-31,enrolled
L1130,Aziza Karimova,+998559600795,hh,Grafik Dizayn,Yunusobod,Sanjar Xolmatov,2026-08-21,trial
L1131,Gulbahor Boltaova,+998946494449,referral,SMM,Chilonzor,Farrux Jo'raov,2026-08-14,trial
L1132,Nigora Boltaova,+998951468523,google,Backend,Yunusobod,Lola Rustamova,2026-08-22,enrolled
L1133,Lola Nishonova,+998995749553,google,Frontend,Chilonzor,Farrux Jo'raov,2026-08-25,trial
L1134,Islom Abdullaov,+998999562614,instagram,SMM,Chilonzor,Farrux Jo'raov,2026-08-02,trial
L1135,Shahnoza Abdurahmonova,+998332855382,referral,Grafik Dizayn,Yunusobod,Akmal Yusufov,2026-08-08,lost
L1136,Shahnoza Xudoyberdiova,+998553459746,instagram,AI Asoslari,Chilonzor,Diyor Yusupov,2026-08-24,trial
L1137,Zebo Abdullaova,+998977397857,telegram,Backend,Yunusobod,Sanjar Xolmatov,2026-08-06,enrolled
L1138,Aziz Ergashov,+998883967771,walk_in,Backend,Yunusobod,Sanjar Xolmatov,2026-08-17,contacted
L1139,Sabina Ergashova,+998902610798,referral,Data Science,Sergeli,Farrux Jo'raov,2026-08-03,new
L1140,Bekzod Rustamov,+998914450122,instagram,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2026-08-28,new
L1141,Sabina Xolmatova,+998987033283,instagram,Backend,Chilonzor,Lola Rustamova,2026-08-26,trial
L1142,Shuhrat Nishonov,+998989000626,telegram,SMM,Sergeli,Sanjar Xolmatov,2026-08-03,contacted
L1143,Umida Norqulova,+998916745688,walk_in,Ingliz tili,Chilonzor,Akmal Yusufov,2026-08-30,contacted
L1144,Umid G'aniov,+998776422783,google,Data Science,Chilonzor,Akmal Yusufov,2026-08-20,trial
L1145,Gulnora Rustamova,+998551691868,instagram,SMM,Sergeli,Farrux Jo'raov,2026-08-14,new
L1146,Nozima Saidova,+998992956107,referral,Backend,Sergeli,Sanjar Xolmatov,2026-08-07,enrolled
L1147,Lola Nishonova,+998911659188,referral,Backend,Yunusobod,Sirojiddin Xolmatov,2026-08-15,contacted
L1148,Otabek Ibrohimov,+998888423307,telegram,Ingliz tili,Chilonzor,Diyor Islomov,2026-08-08,lost
L1149,Ravshan Ahmadov,+998771286052,referral,Ingliz tili,Chilonzor,Akmal Yusufov,2026-08-29,lost
L1150,Jasur Xudoyberdiov,+998551973805,referral,Backend,Chilonzor,Sanjar Xolmatov,2026-08-18,trial
L1151,Zarina Yusufova,+998774193715,walk_in,Data Science,Chilonzor,Sirojiddin Xolmatov,2026-08-16,trial
L1152,Shuhrat Hasanov,+998883495731,referral,AI Asoslari,Chilonzor,Diyor Yusupov,2026-08-22,new
L1153,Zafar Boltaov,+998975725687,instagram,Ingliz tili,Sergeli,Sirojiddin Xolmatov,2026-08-02,enrolled
L1154,Botir Ahmadov,+998911619188,telegram,Frontend,Chilonzor,Sanjar Xolmatov,2026-08-04,enrolled
L1155,Iroda Umarova,+998932261563,instagram,AI Asoslari,Yunusobod,Lola Rustamova,2026-08-06,enrolled
L1156,Farrux Umarov,+998553888764,referral,Frontend,Yunusobod,Yulduz Xudoyberdiova,2026-08-21,trial
L1157,Madina Boltaova,+998331469729,referral,Grafik Dizayn,Chilonzor,Sirojiddin Xolmatov,2026-08-01,trial
L1158,Zarina Xolmatova,+998333001461,instagram,Frontend,Yunusobod,Lola Rustamova,2026-08-22,new
L1159,Malika Yoqubova,+998935752431,walk_in,Ingliz tili,Chilonzor,Lola Rustamova,2026-08-31,lost
L1160,Alisher Abdullaov,+998999509996,referral,AI Asoslari,Chilonzor,Sirojiddin Xolmatov,2026-08-23,new
L1161,Jamshid Xudoyberdiov,+998935763755,instagram,Backend,Sergeli,Akmal Yusufov,2026-08-26,enrolled
L1162,Umida Tursunova,+998982395806,google,AI Asoslari,Chilonzor,Diyor Islomov,2026-08-13,contacted
L1163,Shirin Ahmadova,+998973109764,instagram,Backend,Yunusobod,Sirojiddin Xolmatov,2026-08-21,enrolled
L1164,Akmal Yusufov,+998331292703,hh,Backend,Yunusobod,Akmal Yusufov,2026-08-01,new
L1165,Gulnora Boltaova,+998883022636,telegram,Backend,Sergeli,Farrux Jo'raov,2026-08-28,enrolled
L1166,Rayhona Boltaova,+998937541014,referral,Data Science,Chilonzor,Yulduz Xudoyberdiova,2026-08-21,enrolled
L1167,Nozima Jo'raova,+998553658539,hh,Backend,Chilonzor,Akmal Yusufov,2026-08-31,lost
L1168,Aziza G'aniova,+998975576561,referral,AI Asoslari,Chilonzor,Sirojiddin Xolmatov,2026-08-28,new
L1169,Zafar Sobirov,+998942467436,hh,Frontend,Sergeli,Farrux Jo'raov,2026-08-02,lost
L1170,Sardor Boltaov,+998885865378,telegram,Data Science,Yunusobod,Lola Rustamova,2026-08-26,trial
L1171,Rustam Rashidov,+998777666400,google,Ingliz tili,Sergeli,Farrux Jo'raov,2026-08-19,lost
L1172,Shahnoza Xolmatova,+998885521975,referral,Ingliz tili,Chilonzor,Farrux Jo'raov,2026-08-29,lost
L1173,Farrux Boltaov,+998974635968,telegram,AI Asoslari,Yunusobod,Diyor Islomov,2026-08-18,trial
L1174,Shahnoza Jo'raova,+998919150027,walk_in,Frontend,Sergeli,Lola Rustamova,2026-08-01,lost
L1175,Sardor Tursunov,+998902671337,hh,Grafik Dizayn,Chilonzor,Akmal Yusufov,2026-08-16,contacted
