call_id,lead_id,operator,date,direction,duration_sec,outcome,score,stage
C00369,L0615,Lola Qodirova,2026-03-03,out,398,interested,61,needs
C00370,L0220,Farrux Ahmadov,2025-10-21,out,304,callback,59,close
C00371,L1031,Diyora Rustamova,2026-08-18,out,84,refused,32,pitch
C00372,L0144,Sardor Yusufov,2025-11-01,out,456,interested,78,opening
C00373,L0747,Dilnoza Karimova,2026-04-01,out,148,interested,63,close
C00374,L1068,Diyora Rustamova,2026-07-29,in,634,enrolled,87,pitch
C00375,L0342,Dilnoza Karimova,2026-01-14,in,666,interested,79,needs
C00376,L1152,Dilnoza Karimova,2026-08-28,in,82,callback,43,needs
C00377,L0738,Botir Nazarov,2026-04-05,out,898,refused,40,opening
C00378,L1186,Diyora Rustamova,2026-08-15,in,474,refused,15,opening
C00379,L0584,Dilnoza Karimova,2026-03-18,out,442,no_answer,17,close
C00380,L0015,Sherzod Nishonov,2025-11-03,in,774,refused,32,needs
C00381,L1136,Sherzod Nishonov,2026-08-27,out,193,interested,72,needs
C00382,L0657,Dilnoza Karimova,2026-02-09,in,641,no_answer,11,close
C00383,L0355,Diyora Rustamova,2026-02-11,out,39,refused,15,opening
C00384,L1112,Diyora Rustamova,2026-07-19,out,430,refused,51,opening
C00385,L0754,Diyora Rustamova,2026-04-15,out,273,enrolled,100,needs
C00386,L0223,Jamshid Umarov,2025-12-24,out,312,callback,57,needs
C00387,L0274,Lola Qodirova,2025-12-07,out,568,no_answer,16,close
C00388,L0170,Botir Nazarov,2025-10-11,in,595,interested,57,opening
C00389,L0687,Lola Qodirova,2026-03-25,in,148,callback,56,opening
C00390,L0679,Sardor Yusufov,2026-04-03,out,572,refused,30,close
C00391,L0326,Botir Nazarov,2026-01-15,in,311,refused,54,needs
C00392,L0858,Botir Nazarov,2026-06-15,in,457,interested,81,pitch
C00393,L0919,Botir Nazarov,2026-06-09,out,654,callback,55,close
C00394,L0175,Botir Nazarov,2025-11-17,out,31,refused,48,opening
C00395,L0435,Lola Qodirova,2026-03-04,in,171,enrolled,83,needs
C00396,L0376,Sherzod Nishonov,2026-02-02,out,873,no_answer,20,pitch
C00397,L0538,Sardor Yusufov,2026-03-02,out,777,interested,69,needs
C00398,L0390,Lola Qodirova,2026-01-24,in,95,refused,36,needs
C00399,L1048,Jamshid Umarov,2026-08-11,in,639,interested,79,opening
C00400,L0946,Dilnoza Karimova,2026-05-26,in,423,refused,12,needs
C00401,L0465,Sardor Yusufov,2026-03-15,in,60,interested,71,needs
C00402,L0876,Sardor Yusufov,2026-07-17,out,667,interested,73,opening
C00403,L0409,Jamshid Umarov,2026-01-29,out,55,refused,28,needs
C00404,L0802,Sardor Yusufov,2026-05-29,out,501,interested,62,pitch
C00405,L0132,Lola Qodirova,2025-11-24,out,214,callback,53,pitch
C00406,L0197,Botir Nazarov,2025-11-23,in,198,refused,33,close
C00407,L0643,Dilnoza Karimova,2026-02-22,out,608,callback,48,close
C00408,L1191,Sardor Yusufov,2026-08-16,out,824,no_answer,23,pitch
C00409,L0376,Farrux Ahmadov,2025-12-20,out,762,callback,69,pitch
C00410,L0048,Diyora Rustamova,2025-10-13,out,111,no_answer,12,needs
C00411,L1021,Lola Qodirova,2026-07-18,out,216,interested,78,pitch
C00412,L0786,Diyora Rustamova,2026-04-21,out,96,refused,39,pitch
C00413,L0174,Jamshid Umarov,2025-10-13,out,414,enrolled,100,pitch
C00414,L0656,Sherzod Nishonov,2026-02-26,in,154,no_answer,13,pitch
C00415,L0786,Farrux Ahmadov,2026-05-31,out,426,interested,74,close
C00416,L0466,Sherzod Nishonov,2026-02-05,out,830,callback,81,close
C00417,L0254,Lola Qodirova,2025-11-11,out,890,enrolled,100,opening
C00418,L0427,Sardor Yusufov,2026-02-20,in,811,interested,68,needs
C00419,L0871,Farrux Ahmadov,2026-06-01,out,88,interested,71,opening
C00420,L0362,Diyora Rustamova,2026-01-25,in,702,interested,70,pitch
C00421,L0377,Dilnoza Karimova,2026-01-24,out,680,callback,52,opening
C00422,L0711,Botir Nazarov,2026-04-10,out,83,enrolled,95,pitch
C00423,L0006,Dilnoza Karimova,2025-09-27,out,611,callback,72,opening
C00424,L0398,Lola Qodirova,2026-01-30,in,484,callback,42,close
C00425,L1145,Dilnoza Karimova,2026-08-25,out,825,enrolled,94,pitch
C00426,L0052,Sherzod Nishonov,2025-10-31,in,581,no_answer,15,close
C00427,L1103,Sherzod Nishonov,2026-07-22,in,227,callback,58,needs
C00428,L1077,Diyora Rustamova,2026-08-14,out,248,no_answer,20,close
C00429,L0121,Sherzod Nishonov,2025-09-21,in,105,no_answer,14,pitch
C00430,L0965,Botir Nazarov,2026-07-27,in,400,callback,58,close
C00431,L0144,Lola Qodirova,2025-10-31,out,732,interested,63,pitch
C00432,L0518,Dilnoza Karimova,2026-02-15,out,484,no_answer,3,pitch
C00433,L0191,Diyora Rustamova,2025-11-05,out,731,callback,59,pitch
C00434,L1035,Sardor Yusufov,2026-06-17,in,273,interested,77,close
C00435,L0333,Dilnoza Karimova,2025-12-18,in,210,interested,60,pitch
C00436,L0709,Jamshid Umarov,2026-04-13,out,870,refused,19,pitch
C00437,L0572,Dilnoza Karimova,2026-04-03,out,534,refused,38,opening
C00438,L1016,Botir Nazarov,2026-06-21,in,20,callback,44,close
C00439,L0750,Diyora Rustamova,2026-04-04,out,420,no_answer,27,pitch
C00440,L1173,Farrux Ahmadov,2026-08-21,out,233,interested,68,pitch
C00441,L0144,Sardor Yusufov,2025-11-06,out,771,interested,74,pitch
C00442,L1133,Botir Nazarov,2026-08-25,out,468,interested,68,opening
C00443,L1160,Sherzod Nishonov,2026-08-27,out,372,callback,52,opening
C00444,L0608,Diyora Rustamova,2026-04-14,in,648,interested,70,pitch
C00445,L0890,Farrux Ahmadov,2026-06-20,out,350,interested,88,opening
C00446,L0813,Farrux Ahmadov,2026-05-16,out,771,no_answer,24,opening
C00447,L0228,Sardor Yusufov,2025-11-03,out,399,enrolled,93,opening
C00448,L0536,Sardor Yusufov,2026-03-19,out,490,interested,71,opening
C00449,L1167,Dilnoza Karimova,2026-08-31,in,301,enrolled,93,close
C00450,L0363,Lola Qodirova,2026-01-27,out,174,interested,88,opening
C00451,L1129,Jamshid Umarov,2026-08-31,out,329,callback,54,opening
C00452,L1185,Diyora Rustamova,2026-08-28,out,239,refused,30,close
C00453,L0524,Diyora Rustamova,2026-01-30,in,432,callback,56,close
C00454,L0294,Diyora Rustamova,2025-11-14,in,309,enrolled,91,pitch
C00455,L0504,Sherzod Nishonov,2026-02-16,out,786,enrolled,91,pitch
C00456,L0962,Jamshid Umarov,2026-07-06,out,391,refused,17,pitch
C00457,L1028,Jamshid Umarov,2026-07-05,in,158,refused,42,close
C00458,L1116,Farrux Ahmadov,2026-08-24,out,766,refused,20,close
C00459,L1104,Sherzod Nishonov,2026-08-06,out,719,interested,80,pitch
C00460,L0981,Jamshid Umarov,2026-07-16,out,704,interested,81,close
C00461,L0394,Jamshid Umarov,2026-01-14,in,260,no_answer,17,pitch
C00462,L0170,Jamshid Umarov,2025-11-24,in,406,callback,67,pitch
C00463,L0689,Diyora Rustamova,2026-04-17,out,450,interested,70,pitch
C00464,L0690,Dilnoza Karimova,2026-04-06,in,807,callback,55,opening
C00465,L0802,Dilnoza Karimova,2026-04-20,in,689,interested,76,needs
C00466,L0426,Diyora Rustamova,2026-01-27,out,662,interested,62,needs
C00467,L0475,Diyora Rustamova,2026-02-09,in,637,no_answer,20,needs
C00468,L0856,Sardor Yusufov,2026-05-10,in,804,interested,83,pitch
C00469,L0617,Diyora Rustamova,2026-04-22,in,179,interested,70,pitch
C00470,L0042,Sherzod Nishonov,2025-10-12,in,298,interested,56,needs
C00471,L1155,Diyora Rustamova,2026-08-09,in,280,interested,59,needs
C00472,L0896,Farrux Ahmadov,2026-06-25,out,276,callback,43,needs
C00473,L0084,Sherzod Nishonov,2025-10-22,out,495,refused,32,pitch
C00474,L0554,Farrux Ahmadov,2026-03-28,in,749,refused,29,pitch
C00475,L0513,Botir Nazarov,2026-01-11,out,223,callback,61,opening
C00476,L0484,Sherzod Nishonov,2026-02-14,out,665,interested,76,opening
C00477,L0716,Jamshid Umarov,2026-03-29,in,876,callback,58,opening
C00478,L1122,Sherzod Nishonov,2026-08-10,out,591,no_answer,8,pitch
C00479,L0697,Sherzod Nishonov,2026-04-05,in,894,interested,79,close
C00480,L0175,Sherzod Nishonov,2025-12-01,in,170,callback,61,pitch
C00481,L0753,Sherzod Nishonov,2026-04-28,out,321,no_answer,34,opening
C00482,L0193,Lola Qodirova,2025-10-31,out,150,no_answer,6,opening
C00483,L0108,Lola Qodirova,2025-11-13,out,376,interested,74,opening
C00484,L0665,Lola Qodirova,2026-04-13,in,132,callback,72,pitch
C00485,L0760,Farrux Ahmadov,2026-03-23,out,257,enrolled,80,opening
C00486,L0299,Sardor Yusufov,2025-11-02,out,33,callback,67,opening
C00487,L0752,Lola Qodirova,2026-04-18,out,464,interested,64,pitch
C00488,L0717,Diyora Rustamova,2026-04-09,out,257,refused,24,pitch
C00489,L0905,Sardor Yusufov,2026-06-03,out,575,callback,68,opening
C00490,L0007,Farrux Ahmadov,2025-09-25,in,596,enrolled,83,pitch
C00491,L0726,Farrux Ahmadov,2026-03-21,out,830,refused,35,opening
C00492,L0998,Jamshid Umarov,2026-07-16,in,253,refused,35,pitch
C00493,L0650,Sherzod Nishonov,2026-03-15,in,486,no_answer,22,close
C00494,L0852,Sherzod Nishonov,2026-05-05,out,757,interested,79,pitch
C00495,L1146,Dilnoza Karimova,2026-08-11,in,473,refused,40,opening
C00496,L0345,Dilnoza Karimova,2026-01-02,out,273,interested,79,opening
C00497,L0283,Dilnoza Karimova,2026-01-15,in,215,enrolled,81,needs
C00498,L0569,Dilnoza Karimova,2026-03-06,out,563,callback,65,pitch
C00499,L0208,Sardor Yusufov,2025-12-15,in,574,interested,73,opening
C00500,L0277,Sherzod Nishonov,2025-11-20,in,794,refused,40,needs
C00501,L0229,Dilnoza Karimova,2025-10-17,in,619,enrolled,92,close
C00502,L0582,Sherzod Nishonov,2026-03-01,out,701,no_answer,12,opening
C00503,L0465,Dilnoza Karimova,2026-02-23,in,295,refused,28,opening
C00504,L0547,Diyora Rustamova,2026-02-13,in,767,callback,53,close
C00505,L0512,Botir Nazarov,2026-01-21,in,747,no_answer,29,needs
C00506,L0022,Diyora Rustamova,2025-09-09,out,534,refused,28,pitch
C00507,L0491,Lola Qodirova,2026-01-25,in,859,interested,80,pitch
C00508,L0140,Lola Qodirova,2025-12-18,out,39,refused,19,pitch
C00509,L0246,Farrux Ahmadov,2025-12-13,out,842,callback,56,close
C00510,L0716,Diyora Rustamova,2026-05-05,in,833,callback,56,pitch
C00511,L0229,Lola Qodirova,2025-10-20,in,73,no_answer,15,opening
C00512,L0733,Dilnoza Karimova,2026-04-18,out,673,enrolled,100,needs
C00513,L0117,Jamshid Umarov,2025-09-23,out,326,callback,57,needs
C00514,L0072,Lola Qodirova,2025-10-14,in,438,enrolled,87,close
C00515,L0928,Botir Nazarov,2026-06-03,in,133,interested,76,close
C00516,L0984,Botir Nazarov,2026-07-16,out,377,no_answer,12,needs
C00517,L0897,Farrux Ahmadov,2026-07-05,out,695,interested,76,pitch
C00518,L0788,Dilnoza Karimova,2026-06-06,in,345,enrolled,84,opening
C00519,L0387,Jamshid Umarov,2026-01-24,out,81,no_answer,18,close
C00520,L0984,Diyora Rustamova,2026-07-14,out,88,interested,85,pitch
C00521,L1071,Jamshid Umarov,2026-08-08,out,50,callback,56,pitch
C00522,L0887,Farrux Ahmadov,2026-05-14,out,187,callback,58,needs
C00523,L0508,Dilnoza Karimova,2026-02-13,out,499,no_answer,2,needs
C00524,L0035,Jamshid Umarov,2025-10-17,out,528,refused,26,needs
C00525,L0269,Sherzod Nishonov,2025-11-26,out,552,refused,21,needs
C00526,L0393,Lola Qodirova,2026-01-08,out,415,interested,62,opening
C00527,L0478,Lola Qodirova,2026-01-31,in,119,no_answer,6,needs
C00528,L0821,Sherzod Nishonov,2026-04-28,in,327,callback,77,needs
C00529,L0361,Jamshid Umarov,2026-01-04,out,632,interested,74,opening
C00530,L1001,Lola Qodirova,2026-08-03,in,432,interested,85,close
C00531,L1052,Diyora Rustamova,2026-08-21,out,557,no_answer,0,pitch
C00532,L0416,Diyora Rustamova,2026-01-02,in,357,interested,73,close
C00533,L0595,Diyora Rustamova,2026-03-09,in,505,interested,72,needs
C00534,L1107,Diyora Rustamova,2026-08-29,out,22,enrolled,97,close
C00535,L0888,Sherzod Nishonov,2026-06-29,out,148,interested,69,pitch
C00536,L1133,Dilnoza Karimova,2026-08-26,out,707,interested,86,close
C00537,L1105,Jamshid Umarov,2026-08-31,out,570,callback,54,needs
C00538,L0234,Sardor Yusufov,2025-11-18,out,748,callback,84,opening
C00539,L0542,Botir Nazarov,2026-03-10,in,491,callback,61,pitch
C00540,L0798,Jamshid Umarov,2026-04-29,out,167,refused,34,needs
C00541,L0009,Botir Nazarov,2025-10-29,out,320,callback,74,pitch
C00542,L0798,Sherzod Nishonov,2026-04-26,in,76,callback,54,opening
C00543,L0592,Sherzod Nishonov,2026-04-06,in,573,enrolled,84,close
C00544,L0553,Sherzod Nishonov,2026-03-28,out,194,callback,54,close
C00545,L1031,Botir Nazarov,2026-08-02,in,723,enrolled,92,opening
C00546,L1142,Botir Nazarov,2026-08-17,in,203,interested,56,close
C00547,L0772,Dilnoza Karimova,2026-05-03,out,680,refused,24,opening
C00548,L0792,Botir Nazarov,2026-04-23,out,238,no_answer,16,opening
C00549,L0430,Botir Nazarov,2026-02-26,out,737,callback,63,pitch
C00550,L0544,Dilnoza Karimova,2026-02-13,out,201,no_answer,19,opening
C00551,L0159,Lola Qodirova,2025-11-04,out,286,callback,52,pitch
C00552,L0837,Farrux Ahmadov,2026-04-27,in,433,no_answer,34,opening
C00553,L0051,Sherzod Nishonov,2025-09-21,out,863,enrolled,100,needs
C00554,L0192,Diyora Rustamova,2025-12-10,in,257,interested,91,opening
C00555,L0912,Farrux Ahmadov,2026-06-02,in,881,interested,79,pitch
C00556,L0036,Botir Nazarov,2025-09-28,in,754,callback,74,needs
C00557,L0370,Dilnoza Karimova,2026-01-04,out,248,no_answer,9,opening
C00558,L0402,Dilnoza Karimova,2025-12-28,out,815,callback,56,close
C00559,L0964,Farrux Ahmadov,2026-07-19,out,185,callback,66,needs
C00560,L0732,Sherzod Nishonov,2026-04-18,out,607,enrolled,96,needs
C00561,L0277,Jamshid Umarov,2025-11-29,in,502,enrolled,88,needs
C00562,L0111,Botir Nazarov,2025-10-21,out,594,callback,54,needs
C00563,L1097,Botir Nazarov,2026-07-28,in,120,interested,62,pitch
C00564,L0400,Dilnoza Karimova,2026-01-15,out,830,no_answer,20,opening
C00565,L0063,Lola Qodirova,2025-10-13,out,31,no_answer,14,opening
C00566,L0001,Botir Nazarov,2025-09-24,in,633,refused,15,opening
C00567,L0808,Lola Qodirova,2026-06-20,in,318,callback,52,opening
C00568,L0118,Sherzod Nishonov,2025-10-19,in,707,refused,23,needs
C00569,L0720,Jamshid Umarov,2026-05-01,out,854,no_answer,23,opening
C00570,L0980,Diyora Rustamova,2026-08-07,out,23,callback,48,needs
C00571,L0355,Farrux Ahmadov,2026-01-05,out,871,no_answer,11,pitch
C00572,L1042,Sardor Yusufov,2026-08-22,in,190,refused,26,needs
C00573,L1121,Botir Nazarov,2026-08-26,out,598,callback,61,opening
C00574,L0562,Dilnoza Karimova,2026-04-17,out,201,no_answer,26,close
C00575,L1070,Botir Nazarov,2026-07-29,in,619,interested,80,needs
C00576,L0716,Sherzod Nishonov,2026-05-01,out,312,interested,85,opening
C00577,L0737,Lola Qodirova,2026-03-18,out,885,interested,78,opening
C00578,L0162,Jamshid Umarov,2025-11-28,in,468,no_answer,7,opening
C00579,L1058,Botir Nazarov,2026-08-13,in,354,callback,82,needs
C00580,L1093,Sardor Yusufov,2026-08-23,in,104,refused,41,opening
C00581,L1011,Sardor Yusufov,2026-06-07,out,709,interested,84,close
C00582,L1104,Jamshid Umarov,2026-08-23,out,668,refused,52,close
C00583,L0216,Botir Nazarov,2025-12-03,in,100,interested,67,opening
C00584,L1028,Jamshid Umarov,2026-06-13,out,231,callback,60,close
C00585,L0376,Sherzod Nishonov,2025-12-27,in,469,refused,32,pitch
C00586,L0914,Sherzod Nishonov,2026-07-10,out,673,no_answer,10,close
C00587,L0515,Dilnoza Karimova,2026-03-05,out,41,interested,84,needs
C00588,L0318,Sardor Yusufov,2025-12-22,out,895,interested,88,close
C00589,L0220,Botir Nazarov,2025-12-06,out,364,refused,27,opening
C00590,L1087,Diyora Rustamova,2026-07-17,in,615,interested,58,needs
C00591,L0053,Botir Nazarov,2025-10-05,out,193,interested,95,pitch
C00592,L0375,Sherzod Nishonov,2026-01-07,out,283,refused,18,opening
C00593,L1135,Jamshid Umarov,2026-08-17,out,715,interested,75,needs
C00594,L0192,Farrux Ahmadov,2025-11-16,in,445,callback,66,needs
C00595,L0469,Lola Qodirova,2026-03-31,out,618,no_answer,27,needs
C00596,L0196,Dilnoza Karimova,2025-11-18,out,123,callback,64,needs
C00597,L0249,Farrux Ahmadov,2025-11-10,out,279,callback,63,close
C00598,L1125,Lola Qodirova,2026-08-19,out,575,no_answer,21,opening
C00599,L0314,Diyora Rustamova,2025-12-25,out,720,interested,76,needs
C00600,L0047,Dilnoza Karimova,2025-10-26,out,253,interested,84,needs
C00601,L0237,Jamshid Umarov,2025-10-06,out,236,interested,68,pitch
C00602,L0996,Sardor Yusufov,2026-07-19,out,541,interested,83,opening
C00603,L0420,Lola Qodirova,2026-01-18,in,163,refused,22,close
C00604,L1113,Sherzod Nishonov,2026-07-14,out,150,callback,57,close
C00605,L0030,Sherzod Nishonov,2025-11-05,out,373,interested,67,pitch
C00606,L0763,Sherzod Nishonov,2026-04-12,out,642,interested,71,needs
C00607,L0743,Farrux Ahmadov,2026-04-17,in,603,enrolled,89,opening
C00608,L0477,Jamshid Umarov,2026-02-21,out,344,interested,62,pitch
C00609,L0393,Lola Qodirova,2026-01-24,out,110,interested,58,close
C00610,L1162,Lola Qodirova,2026-08-23,in,216,enrolled,86,close
C00611,L1001,Jamshid Umarov,2026-07-03,out,545,refused,13,opening
C00612,L0552,Diyora Rustamova,2026-02-06,out,422,interested,90,close
C00613,L0087,Jamshid Umarov,2025-11-03,in,880,interested,59,close
C00614,L0184,Sherzod Nishonov,2025-10-27,in,281,interested,56,pitch
C00615,L0311,Sardor Yusufov,2025-12-06,out,871,interested,83,pitch
C00616,L1037,Sardor Yusufov,2026-06-15,in,649,enrolled,100,close
C00617,L0769,Sherzod Nishonov,2026-03-20,out,670,refused,24,needs
C00618,L0124,Diyora Rustamova,2025-09-28,out,75,callback,69,close
C00619,L0223,Diyora Rustamova,2025-12-08,out,886,enrolled,97,close
C00620,L0573,Farrux Ahmadov,2026-02-28,out,582,callback,54,opening
C00621,L1137,Farrux Ahmadov,2026-08-31,in,476,callback,62,pitch
C00622,L0709,Jamshid Umarov,2026-04-17,in,430,refused,27,opening
C00623,L0529,Farrux Ahmadov,2026-03-11,out,66,callback,70,pitch
C00624,L0242,Dilnoza Karimova,2025-12-09,out,872,interested,74,pitch
C00625,L0721,Sardor Yusufov,2026-04-16,out,632,no_answer,0,needs
C00626,L0219,Sherzod Nishonov,2025-10-19,out,643,interested,73,close
C00627,L0735,Sardor Yusufov,2026-04-25,out,560,refused,22,close
C00628,L0689,Sardor Yusufov,2026-03-26,out,771,no_answer,12,needs
C00629,L1030,Farrux Ahmadov,2026-06-19,out,249,refused,29,opening
C00630,L0611,Botir Nazarov,2026-03-01,in,150,interested,71,pitch
C00631,L0183,Sherzod Nishonov,2025-12-08,out,423,refused,11,pitch
C00632,L0593,Lola Qodirova,2026-02-24,out,183,interested,85,needs
C00633,L0379,Diyora Rustamova,2026-01-17,out,508,enrolled,71,opening
C00634,L0235,Lola Qodirova,2025-11-17,out,835,refused,15,needs
C00635,L0053,Farrux Ahmadov,2025-10-19,out,192,no_answer,0,close
C00636,L1042,Jamshid Umarov,2026-08-22,in,76,callback,50,needs
C00637,L0252,Sherzod Nishonov,2025-11-28,out,168,interested,57,pitch
C00638,L0869,Lola Qodirova,2026-04-27,in,625,callback,60,needs
C00639,L0664,Dilnoza Karimova,2026-03-27,in,325,interested,80,needs
C00640,L0116,Lola Qodirova,2025-09-07,in,478,no_answer,41,needs
C00641,L0021,Lola Qodirova,2025-10-27,in,159,interested,80,needs
C00642,L1006,Sardor Yusufov,2026-07-26,out,154,no_answer,20,needs
C00643,L1106,Diyora Rustamova,2026-08-07,out,228,enrolled,92,opening
C00644,L0799,Jamshid Umarov,2026-05-16,in,610,no_answer,0,close
C00645,L0101,Dilnoza Karimova,2025-11-04,out,687,enrolled,93,needs
C00646,L0109,Diyora Rustamova,2025-11-06,out,578,enrolled,82,needs
C00647,L0767,Jamshid Umarov,2026-04-11,out,790,refused,25,pitch
C00648,L0824,Lola Qodirova,2026-05-25,out,480,interested,88,needs
C00649,L0943,Botir Nazarov,2026-06-01,in,394,callback,64,close
C00650,L0066,Botir Nazarov,2025-10-24,out,295,callback,62,needs
C00651,L0450,Dilnoza Karimova,2026-02-19,out,329,refused,41,needs
C00652,L1091,Jamshid Umarov,2026-08-07,out,344,enrolled,90,needs
C00653,L0691,Sardor Yusufov,2026-04-25,out,887,interested,73,pitch
C00654,L0625,Lola Qodirova,2026-02-06,in,227,no_answer,25,pitch
C00655,L0358,Sardor Yusufov,2026-01-14,in,581,callback,61,close
C00656,L0711,Sardor Yusufov,2026-04-27,in,553,interested,78,needs
C00657,L0863,Botir Nazarov,2026-06-10,in,39,interested,69,needs
C00658,L0555,Dilnoza Karimova,2026-02-23,out,638,enrolled,99,close
C00659,L0435,Botir Nazarov,2026-02-19,in,757,enrolled,89,close
C00660,L0012,Diyora Rustamova,2025-10-22,in,764,no_answer,11,close
C00661,L0949,Diyora Rustamova,2026-07-05,in,27,callback,61,pitch
C00662,L1113,Sardor Yusufov,2026-07-08,out,714,callback,67,close
C00663,L0874,Sherzod Nishonov,2026-06-05,out,546,enrolled,77,needs
C00664,L0001,Sherzod Nishonov,2025-10-16,out,203,refused,28,opening
C00665,L0376,Dilnoza Karimova,2025-12-23,in,338,callback,59,needs
C00666,L0014,Farrux Ahmadov,2025-10-18,out,778,no_answer,14,needs
C00667,L0227,Lola Qodirova,2025-12-11,out,129,callback,55,needs
C00668,L0456,Botir Nazarov,2026-02-26,out,394,interested,58,close
C00669,L0782,Sherzod Nishonov,2026-06-06,out,258,enrolled,84,opening
C00670,L0109,Dilnoza Karimova,2025-10-07,out,329,refused,50,opening
C00671,L0014,Sherzod Nishonov,2025-10-18,out,155,no_answer,9,close
C00672,L0668,Sardor Yusufov,2026-05-03,out,683,no_answer,18,needs
C00673,L0561,Diyora Rustamova,2026-03-10,out,627,callback,40,needs
C00674,L0653,Lola Qodirova,2026-03-07,out,415,interested,69,close
C00675,L0912,Sardor Yusufov,2026-06-19,out,110,refused,10,opening
C00676,L0600,Diyora Rustamova,2026-03-20,out,858,interested,67,needs
C00677,L0525,Diyora Rustamova,2026-02-23,out,472,callback,57,close
C00678,L0660,Sherzod Nishonov,2026-04-16,out,507,refused,22,pitch
C00679,L1062,Botir Nazarov,2026-08-15,out,307,refused,39,needs
